,ocf 대 유동부채,비유동장기적합률,자기자본순이익률,자기자본회전률,차입금의존도,총자본영업이익률,총자산순이익률,총자산영업이익률,총자산회전율,부도여부
4206,0.15458280694641208,99.19,-0.75,0.9,32.98,2.7,-0.002940621912661189,0.02022127464464727,0.4700632597626863,0.0
4207,0.092894623151091,110.63,-4.24,0.96,34.4,4.11,-0.021087166166842242,0.03884125136257097,0.5068257921632392,0.0
4208,0.056550058767166386,103.1,-31.86,1.0,26.43,0.4,-0.18438263245832825,0.004271219034780292,0.5375546402045288,0.0
4209,-0.024743510021809585,122.32,-30.77,1.2,34.82,0.59,-0.17142771942455384,0.006337301432918129,0.6205576040081915,0.0
4210,0.13647698924553142,111.17,-1.91,1.46,33.3,-2.69,-0.009254510872867891,-0.027394262739064486,0.6937079867085559,0.0
4211,0.16705336836380036,83.13,-18.47,1.73,26.91,-0.94,-0.0973067062540946,-0.010381424482104223,0.8291278196289388,0.0
4213,0.3974749140160176,68.3,36.85,3.79,17.68,31.36,0.1813047357656876,0.2722738627608602,2.1480014005041537,0.0
4214,-0.005682341292007568,71.0,16.23,2.92,25.28,17.29,0.10212908469975003,0.16804721003012052,1.889546860978269,0.0
4215,0.7004334821306453,56.71,-0.66,1.61,13.77,3.0,-0.004495070172953643,0.028913070402870937,1.136683540414812,0.0
4216,-0.20887636249309505,56.44,20.72,2.65,17.11,11.44,0.11921891227999977,0.09763933680869401,1.7870892853167626,0.0
4217,0.7209808283212035,76.29,17.68,2.81,39.96,11.42,0.07017420203454644,0.08653719646520207,1.473123286409286,0.0
4218,0.6808454245920307,65.28,7.39,2.04,41.16,4.93,0.03465193142300179,0.0485644185909232,0.9708045785196748,0.0
4219,0.2827530090992511,74.55,4.38,1.63,34.92,3.99,0.023244501161725915,0.04177779189775771,0.8285630534517487,0.0
4220,0.2410270274943393,64.48,3.89,1.58,31.17,3.8,0.02189243527097668,0.038738554664783466,0.87102346120665,0.0
4221,0.2902439105746948,70.93,3.84,1.45,27.68,3.92,0.023480412499142258,0.040441702824846035,0.8579514714842912,0.0
4222,0.4588506087453104,91.22,6.93,1.31,16.34,6.64,0.04759752026330908,0.06908604508591375,0.8651143132759483,0.0
4224,0.006907889578053513,32.89,17.56,6.34,10.08,4.03,0.0570640764497965,0.039017748685033285,2.1253977078615742,0.0
4225,-0.18859882568006545,32.78,-6.63,5.5,18.94,-3.93,-0.024249007641840112,-0.04064806868535389,1.9451520594049507,0.0
4226,-0.11806329412211955,35.43,-14.28,5.75,24.57,-5.95,-0.04637951100625299,-0.05903733056626838,1.8836222545527028,0.0
4227,0.5032889588720068,31.05,21.91,6.85,13.13,2.72,0.053436962893854516,0.02338779369432608,1.944811541811972,0.0
4228,-0.35291108521580145,28.01,11.68,5.74,10.5,3.08,0.044512041364541406,0.036790704735460915,1.8279431607805203,0.0
4229,0.2484882689516255,24.17,11.13,4.68,6.28,3.83,0.037253390723711616,0.03489196196243271,1.7172464604675426,0.0
4230,0.0631868179493898,23.2,6.62,4.01,5.83,0.42,0.026474835252269475,0.004450837984945491,1.5307449806692388,0.0
4231,0.15180752178449092,26.59,-27.49,4.34,3.5,-9.88,-0.12038638408661867,-0.10982845729056516,1.708325289360785,0.0
4232,-0.2753417649182117,28.06,-18.89,5.67,13.01,-7.52,-0.059152921333592276,-0.07245371018570182,1.8443425970839047,0.0
4233,-0.12782758501057054,38.3,-6.48,7.55,14.47,-1.8,-0.01808926442273321,-0.017853273842216338,2.12107298961708,0.0
4235,0.01103319258259345,38.42,7.61,2.87,0.0,2.12,0.0345234493900346,0.021753751893549046,1.2669120121111772,0.0
4236,0.10238881994117856,124.17,10.12,2.21,26.16,5.08,0.03758373898340063,0.0420376333911453,0.9931057728150408,0.0
4237,0.07278135751530282,74.94,10.12,1.75,10.99,5.08,0.035405152149038555,0.038814022418112895,0.8004898392097325,0.0
4238,0.04392763809435196,67.41,0.48,5.45,14.54,1.0,0.0017753866964796152,0.009032113323945759,2.2141355240828617,0.0
4239,0.06828215545706606,73.81,-12.5,5.27,13.48,0.33,-0.046763034684929615,0.003494430913023523,1.861726685691345,0.0
4240,0.11423105780253245,69.81,1.28,5.48,13.81,2.8,0.004574786453686687,0.028264588341563233,1.93830189607098,0.0
4241,-0.08753122564891934,64.93,4.47,5.95,5.37,3.85,0.013007897107454106,0.03389598897890335,1.9676258069063417,0.0
4242,0.14780394575843808,62.84,6.49,6.56,0.64,3.34,0.02291069020858605,0.035695858643564955,2.165673977045992,0.0
4243,0.08003185693187617,59.95,4.74,5.73,0.2,1.42,0.017716565960789483,0.014274169156764025,2.1293250060819666,0.0
4244,0.054563352849516834,40.94,2.05,6.12,0.0,1.17,0.0076558089244393845,0.012312465653651058,2.1702645596864434,0.0
4246,0.03279200932541745,61.47,11.3,2.12,0.0,3.95,0.0363848410361659,0.03983703171176875,0.6763737280916579,0.0
4247,-0.028991175221471762,76.24,7.03,2.68,0.0,3.62,0.02634509078441653,0.0364208261818774,0.9989766673077892,0.0
4248,-0.030007638943568518,73.38,5.89,1.98,0.0,3.76,0.0228969269055132,0.03630754841345709,0.7956123726236682,0.0
4249,0.1446192609742224,68.27,10.44,2.09,0.0,5.97,0.04302529872914207,0.059509790124872924,0.8640316139065871,0.0
4250,-0.1019256201556829,60.05,13.81,2.22,0.0,8.27,0.06339860285883893,0.08412492588982427,1.0000797381170885,0.0
4251,0.13271363323818272,55.24,10.01,2.31,0.0,7.02,0.038485833141833986,0.06280959900773309,0.9917866539931548,0.0
4252,0.17769484774756147,59.71,5.5,1.74,0.0,3.31,0.026306026653571502,0.034323193555808144,0.8037218878430235,0.0
4253,0.3756756319400058,58.8,3.9,1.5,0.0,2.44,0.018202873534430272,0.02293933276859593,0.7436032987073884,0.0
4254,0.0832764076699552,91.12,4.34,1.56,0.0,1.86,0.0176711877305588,0.017234934589110518,0.6825552015834191,0.0
4255,0.1143586457449118,97.81,7.18,1.52,0.0,2.32,0.03252162628394895,0.02396763324406244,0.6678167252997618,0.0
4257,0.1861960400000388,98.68,1.8,3.74,38.93,2.57,0.0066730418914594716,0.02572312314861305,1.3908472674320087,0.0
4258,0.20850192777464074,98.67,2.25,4.94,35.7,6.05,0.007651988709260261,0.05732630489795579,1.7740059841269298,0.0
4259,0.10218943205866884,94.3,4.95,4.02,36.58,4.82,0.018543023993215123,0.04864771092144346,1.4926393834214502,0.0
4260,0.3857017876063388,84.55,15.89,4.67,26.65,8.33,0.06074839802918481,0.07893994802760956,1.8830789257838707,0.0
4261,0.3427625461271055,99.94,17.77,4.82,21.77,9.74,0.06793731526977381,0.0911735638735136,1.9714017756776832,0.0
4262,0.4461487939091303,103.44,14.09,4.33,22.03,8.51,0.053516711199470386,0.07966170538856203,1.7542266668271016,0.0
4263,1.110944288643414,118.03,135.44,1.17,25.54,-0.12,1.3276486417613615,-0.002855926907656596,0.4822682833021717,0.0
4264,0.2061864959225802,84.69,7.19,2.4,25.59,4.74,0.03320236286836226,0.04579371279678643,1.1496979999899841,0.0
4266,0.2214359646826136,96.84,3.74,2.57,23.23,1.52,0.017954362854364612,0.0152766318319162,1.2283324580274042,0.0
4267,0.0764197059557181,106.41,-8.78,2.91,28.57,-2.55,-0.039330147184031404,-0.025106070560190458,1.3234380106999668,0.0
4268,0.26073706075372755,94.32,1.14,2.84,31.29,0.98,0.004686368492721965,0.009552100561760287,1.203467859094982,0.0
4269,0.11593253466858262,115.6,10.7,3.34,30.16,-2.52,0.03779862849279906,-0.02279124314670363,1.3043606652098831,0.0
4270,-0.0951208706955473,118.39,-5.42,3.99,34.35,-3.75,-0.019530392436266173,-0.03894206095524233,1.3875050613270827,0.0
4271,-0.10499438983844464,128.92,-12.84,4.44,36.66,-9.31,-0.040005619253165065,-0.09484180796116506,1.3576681843887826,0.0
4272,-0.02574668530496615,138.4,-12.15,5.04,40.04,-3.02,-0.027973716510903468,-0.02741169376423889,1.2780277727637714,0.0
4273,0.04113294349091346,121.6,-9.17,5.48,46.09,-1.06,-0.021232013498992747,-0.011046367238500216,1.2194729832939546,0.0
4274,0.021051109843279087,135.96,-20.11,5.8,50.83,0.12,-0.04690850159087679,0.0013248686707889332,1.2692392611593464,0.0
4275,0.09528598405290056,140.96,-34.8,4.9,36.29,-7.12,-0.09098659110196022,-0.07354379988952532,1.2392903334312044,0.0
4277,-0.2636979656800557,105.34,-15.61,2.29,52.73,0.54,-0.06712925277935004,0.005167414745166069,1.0205772163452729,0.0
4278,-0.1985094492373754,72.06,-61.97,1.66,39.13,-2.2,-0.2902418061660262,-0.0215663505045739,0.7905348702701648,0.0
4279,-0.16594903096795174,46.7,-26.71,1.34,30.71,0.25,-0.18787284848797448,0.003172086049779272,0.7303264319390371,0.0
4280,0.31470032789479385,74.92,-36.66,1.85,20.04,1.22,-0.2264952037648449,0.012202354244574231,1.1375066742548576,0.0
4281,-0.11139585641702468,60.24,5.63,1.92,20.69,7.58,0.0391571400145113,0.07719571547465041,1.3100811959302319,0.0
4282,0.4759536592183433,54.93,-5.61,2.05,18.19,6.77,-0.042094715924389896,0.07094059260470491,1.472192928227115,0.0
4283,0.2390131633395623,55.96,5.86,2.16,7.38,5.56,0.04598926590762662,0.05603133488432325,1.6856023285955288,0.0
4284,-0.06278079092101088,65.58,-5.96,2.0,21.16,6.72,-0.04428447629003383,0.06423202082847765,1.557097714796871,0.0
4285,0.11764961887712658,61.02,6.06,1.57,18.58,3.74,0.044849950294230924,0.03690475082830076,1.1766883887415909,0.0
4286,-0.13760901097660289,59.83,3.9,1.17,21.06,2.46,0.028403009834993637,0.02370314290833473,0.8854916261877951,0.0
4288,0.36947885536729824,101.35,24.6,1.32,0.0,6.92,0.0757705333273942,0.0519889608883617,0.5424964831515376,0.0
4289,0.11058507070765852,115.0,19.43,1.42,0.0,7.54,0.07154101259009722,0.07396006125154883,0.5343442249574857,0.0
4290,-0.1136762789237746,107.54,15.53,1.52,0.0,5.84,0.06315171019208489,0.06456467312012974,0.5600401302437122,0.0
4291,0.2361112864777583,102.75,13.3,1.1,0.0,8.08,0.06026305485530186,0.07258246544341619,0.5528843560771689,0.0
4292,-0.3088056244729637,99.57,6.14,1.12,0.0,5.39,0.041272396803505335,0.0636981841109509,0.6396045798484449,0.0
4293,-0.26397949460627296,97.58,3.47,1.25,0.99,2.08,0.022114259594675903,0.021849306804046825,0.7586680819323135,0.0
4294,0.02223122694628466,101.58,-5.92,1.1,2.74,-3.91,-0.03415066528961839,-0.037406153506497536,0.6619961423627044,0.0
4295,-0.08105393779601043,132.01,-28.03,1.36,13.62,-15.87,-0.13940032980010414,-0.16688581048167112,0.6416076681361094,0.0
4296,-0.12676740008719106,103.53,1.48,2.11,17.78,0.85,0.005609579476089104,0.008796096425814894,0.7704854541689791,0.0
4297,-0.09761608194065152,101.12,2.09,1.79,26.96,3.52,0.008542003328947055,0.034827197516793355,0.7378524088984824,0.0
4299,0.4177772446008845,56.66,8.84,0.75,11.22,3.2,0.0675076045262095,0.030404136267612007,0.6018426761376852,0.0
4300,0.2998188244515577,97.5,32.87,1.24,27.46,6.53,0.4355157038391252,0.11899094527881532,0.904171948969822,0.0
4301,0.2222840144148827,93.96,5.92,2.74,18.26,17.16,0.03051274774686178,0.16311471012023293,1.4830292885027287,0.0
4302,0.2723170877942959,76.61,22.64,2.54,13.14,18.69,0.14224211006840254,0.1942678255346713,1.5378470093679917,0.0
4303,0.364262249419011,84.05,11.44,1.67,10.0,12.99,0.06211437137850949,0.10147107819807966,1.1643206108879944,0.0
4304,0.3620517962522305,80.59,8.09,1.26,8.92,7.69,0.05832177838231745,0.07812009492904214,0.8931417301418333,0.0
4305,0.3382981906401915,83.68,7.56,1.28,11.23,7.0,0.05411122702641681,0.07061315037638824,0.9102766787668616,0.0
4306,0.5401735459887738,88.05,3.42,1.39,8.88,3.86,0.02499634151485486,0.03985144847633799,0.9806598615155891,0.0
4307,0.18600119528201614,141.9,-28.69,1.44,0.39,2.8,-0.1932022908314656,0.029664977059373886,0.914622446297832,0.0
4308,-0.02092941554246229,145.58,49.46,1.22,13.52,-0.56,0.20102620940225244,-0.00439017732546761,0.6358023401676194,0.0
4310,0.3470390363084579,71.77,6.34,1.75,0.0,3.45,0.04277636693477828,0.03377503895600798,1.209817882670137,0.0
4311,0.24726926094950294,69.19,8.21,1.98,7.56,5.29,0.05078119598285104,0.049470293847440484,1.3105083391964705,0.0
4312,0.1231603582462264,72.3,6.29,1.89,9.95,3.37,0.03824635294338538,0.03260713603273273,1.1896031589762324,0.0
4313,0.3414417055662952,68.08,11.59,2.58,5.2,8.95,0.06692390134815393,0.08417490497432563,1.5824791765482322,0.0
4314,0.08922616091571041,71.53,16.06,3.03,11.87,9.93,0.08087377869838384,0.08789547152924468,1.7211647052115835,0.0
4315,0.3323852650277848,63.61,11.04,2.36,6.54,6.94,0.06926752439239832,0.0731971540574102,1.401992285800484,0.0
4316,0.1455454574312477,60.15,7.35,2.19,3.7,5.08,0.05024598032606157,0.051018006177104336,1.492736326520479,0.0
4317,0.0415378758015697,56.15,5.56,2.22,1.91,3.63,0.037809801991319,0.03535235531755376,1.5436750146533211,0.0
4318,0.5609404725820861,53.1,1.83,1.84,0.86,2.2,0.014439791212902531,0.023547834818318902,1.3535856610643793,0.0
4319,0.6868365723572281,61.73,-2.01,1.57,0.17,-0.16,-0.015506760551553438,-0.0016315895100692502,1.216610354054251,0.0
4321,-1.2585309951467682,72.56,45.53,0.53,0.0,8.65,0.35500968493605506,0.07997458457810458,0.44887724468085616,0.0
4322,0.6365398218039445,82.09,24.46,0.21,0.0,0.7,0.20193522878186956,0.006224702777070318,0.19615075591700634,0.0
4323,-0.8105535831935397,79.24,2.72,0.34,17.6,2.36,0.020089944125904785,0.02072864904627669,0.2868115978609765,0.0
4324,-1.449163322556703,62.94,-26.91,0.71,40.91,2.2,-0.16856612682603747,0.02129498867245536,0.4574040329371455,0.0
4325,-0.17311338557558156,95.2,-4.0,0.73,38.58,1.83,-0.018679821641989832,0.016642553424023324,0.3756863857220722,0.0
4326,-0.1150683567005203,91.87,-19.64,0.76,41.4,8.26,-0.09401864676349556,0.08034201151768793,0.3751310235596431,0.0
4328,0.3008027537866125,74.26,13.69,2.66,3.99,7.61,0.0811296297687532,0.07729427237752312,1.5502258601485526,0.0
4329,0.40923514200558775,64.1,7.42,2.23,4.76,3.47,0.04681403896125223,0.03346825991707346,1.4605345847291176,0.0
4330,0.1047613508784155,68.99,24.09,1.98,5.83,4.81,0.13938468033272214,0.04249224105928892,1.2954175383344746,0.0
4331,0.3124719619063411,62.58,32.65,2.12,1.23,9.53,0.19436540205546526,0.08343247935163209,1.4426827937807212,0.0
4332,0.4441498585404193,66.6,17.88,2.05,3.48,8.47,0.11434425642115707,0.07779741613123495,1.42692447158472,0.0
4333,0.20526841970562426,65.73,8.91,1.97,2.87,8.53,0.06323013652881311,0.0851984929029936,1.4020973419846092,0.0
4334,-0.025183737771732044,66.3,11.99,1.96,11.73,6.69,0.07777040977297697,0.06135531429873066,1.3844363250823557,0.0
4335,0.2843513546909075,56.59,18.04,1.53,18.34,1.32,0.1062804260050604,0.011790388862446632,1.0082356132874737,0.0
4336,0.2628911665951352,55.78,9.49,1.38,15.56,0.88,0.06334956037016158,0.008938597352166747,0.908534178798264,0.0
4337,0.22060861790726166,55.52,9.01,1.25,18.62,1.33,0.058034959646334164,0.01292483576812819,0.82554579476605,0.0
4339,6.9702088310594235,74.04,1.03,0.13,27.89,0.62,0.006547741277496797,0.005187525674202014,0.10016070670412333,0.0
4340,1.063763429943013,61.86,-13.02,0.09,28.81,-11.71,-0.08691716943161028,-0.11901946395069145,0.05765017187229516,0.0
4341,1.5810687794895848,68.55,-4.85,0.11,30.29,-3.59,-0.032163789691555436,-0.03679193433460679,0.07175828087417051,0.0
4342,1.9155218374622789,70.08,9.15,0.2,27.22,7.57,0.05760720193131715,0.0718177804008768,0.13455921047305575,0.0
4343,0.13186409203278418,78.31,5.18,0.09,40.41,1.77,0.029534788772527267,0.016574114272518214,0.052623998733367934,0.0
4344,1.1595777761766255,65.62,0.66,0.1,40.67,2.96,0.003648460002243099,0.02966839685529925,0.057053785156365874,0.0
4345,0.11746551922898275,75.5,1.89,0.1,41.16,2.33,0.01036361148488874,0.02312068045947829,0.05499216138471162,0.0
4346,0.13002695490907318,83.64,3.01,0.11,37.13,2.74,0.017578665944404177,0.02806637162278302,0.06180243348721656,0.0
4347,0.3888388195466162,76.42,3.33,0.12,33.26,2.92,0.0204800254868036,0.029632615074985408,0.07226023331939772,0.0
4348,0.11583051933934685,101.05,3.75,0.13,31.88,3.56,0.023573254094712327,0.035548412270423886,0.0791209527984534,0.0
4350,0.44159170900745776,72.7,4.86,1.16,0.0,6.04,0.040604068447990284,0.062018089875624974,0.940231591464074,0.0
4351,0.3205184304823303,80.54,-4.21,0.76,14.86,-2.01,-0.019173783170586132,-0.013951781143006351,0.4958757501895564,0.0
4352,-0.013419514971298431,70.73,8.02,1.06,18.59,5.28,0.04714824285645693,0.051970194863611145,0.6345681209114614,0.0
4353,-0.5053657714402817,52.63,5.89,1.19,33.55,5.16,0.029519366800667107,0.04596511885815327,0.6716665691174417,0.0
4354,-0.2989818089335402,57.46,3.73,1.1,38.2,2.44,0.016779019172892123,0.02206499538085853,0.5474420811916864,0.0
4355,-0.1148496533179172,71.59,2.71,1.45,39.95,2.72,0.011243790762350842,0.025384305122262533,0.6429014771309619,0.0
4356,0.1733654595533505,68.18,6.11,1.5,37.16,4.87,0.02829216097773296,0.05065959522734042,0.6676138624776323,0.0
4357,0.24878666555889575,69.81,12.01,1.63,28.57,7.89,0.05041768370923935,0.07250747432575523,0.745358564991084,0.0
4358,-0.3855860023596509,41.4,20.66,1.58,39.09,8.4,0.06386251835703413,0.06754836977566629,0.6086412859144693,0.0
4359,0.0600246999683589,40.7,29.12,2.11,31.6,16.25,0.116095815368913,0.15209722475445334,0.8992190622420323,0.0
4361,0.5876282213441552,75.89,2.53,1.56,11.45,2.27,0.013264794205807858,0.021798412599291862,0.8489992846703563,0.0
4362,0.22125972751747225,74.32,5.11,1.84,10.63,3.66,0.02639973268263428,0.03541483343610554,0.9807265932703392,0.0
4363,-0.12897436125807818,90.09,0.27,1.57,6.12,3.7,0.0011882928898532613,0.029901910909887162,0.8623272195203321,0.0
4364,0.08174986676047928,83.31,11.38,1.33,7.11,2.44,0.06976772814895342,0.024516057565857816,0.8124342084628807,0.0
4365,0.21575376875468225,83.64,2.29,1.3,11.59,3.14,0.013471563936580996,0.029900952994945086,0.8049068841352419,0.0
4366,0.3068558764676034,83.8,3.08,1.35,10.7,1.61,0.01590324451210189,0.014988170097995374,0.7515037238778991,0.0
4367,-0.02266312535438784,93.59,2.36,1.56,12.39,1.79,0.011136988124483651,0.01699099659752029,0.7803297267691054,0.0
4368,0.016209268991639155,100.66,2.43,1.66,12.96,1.69,0.008521003275882549,0.014777114774497844,0.6670031279415453,0.0
4369,-0.06660995752344417,103.14,1.84,1.98,20.16,1.1,0.006494667544703353,0.011110300999622982,0.6895728554637742,0.0
4370,-0.00900582613905696,100.86,-1.04,2.13,23.45,0.13,-0.003717139306618697,0.0013362674397629428,0.7509006752999178,0.0
4372,0.09540196279457257,46.14,23.69,4.83,19.99,13.32,0.07891598966549132,0.11350967924370026,1.887791025398753,0.0
4373,-0.08766897084289803,58.74,12.12,6.25,32.85,16.32,0.05828455668666462,0.18239002801358928,2.687709590256228,0.0
4374,-0.06404167247994229,72.51,6.28,4.77,30.21,3.49,0.02536908880562299,0.0321737372085494,2.0859789084053793,0.0
4375,0.15944081830405504,73.89,16.7,4.86,26.19,8.54,0.07049608459514152,0.08131933946040201,2.15515966975846,0.0
4376,0.060812704498680765,73.41,24.46,6.55,28.35,14.63,0.09030724621085524,0.12855877124841744,2.7505286757893703,0.0
4377,0.11718977211754165,62.92,10.95,6.55,28.02,6.08,0.04643076339566929,0.06258096655302364,2.7026073408218245,0.0
4378,0.13476531069838465,66.39,5.4,5.81,26.91,3.0,0.024280954952754674,0.030721443297844264,2.553247727207172,0.0
4379,0.22229576918166088,72.18,-5.62,5.57,35.49,-2.61,-0.02811526590690941,-0.028265420832839814,2.576891565820408,0.0
4380,0.76828534425852,67.39,12.21,3.48,33.34,7.77,0.05824192351078995,0.07580974443451084,1.7010521831897905,0.0
4381,0.3563132697302029,65.56,20.52,2.77,33.76,13.07,0.08652505441313381,0.1159004051129852,1.319703462480143,0.0
4383,0.2890792953048426,86.63,19.88,2.91,1.51,8.12,0.09741906526355483,0.07506960240995598,1.545070169583334,0.0
4384,-0.13837855900412704,66.36,10.22,3.01,7.82,17.05,0.0509286580259807,0.15031516204818576,1.7022734455529418,0.0
4385,0.3713553871309305,64.74,17.74,2.32,6.42,9.82,0.10354610114907484,0.09316851509550217,1.4260640535045457,0.0
4386,0.230008281365443,57.04,14.28,2.02,5.26,9.45,0.08348422609120679,0.0860165445561267,1.2993798321071943,0.0
4387,0.09995219619333548,70.95,5.96,1.7,10.37,2.02,0.031915745984110955,0.017828412769379954,1.0320060507102546,0.0
4388,0.16870357292862445,69.98,8.36,1.73,7.35,5.39,0.047482896208764974,0.0525445601887259,1.0071852167235322,0.0
4389,0.06671281814169841,73.59,5.02,1.81,8.38,3.2,0.03042021877094445,0.032223406425790274,1.0919157356786482,0.0
4390,0.32042975562164244,72.46,2.46,1.61,4.64,2.98,0.015468644699354259,0.030177336037370668,0.9973395707034468,0.0
4391,0.4522209381389012,72.19,6.18,2.03,3.12,5.57,0.033304312388871354,0.05153838175288838,1.1836787705157843,0.0
4392,0.18756983072508188,68.71,10.19,1.92,3.01,8.85,0.057864141049540914,0.0869718405301267,1.10720354084395,0.0
4394,-0.4211163127289412,36.95,-7.89,0.27,16.7,-11.57,-0.06698453362733311,-0.11399259228353945,0.23643126200941755,0.0
4395,-0.3844032500862598,72.4,-18.05,0.43,6.4,-12.83,-0.15220789250858574,-0.13647291455134106,0.34181298469602783,0.0
4396,-0.13489645197790984,40.77,-24.32,0.4,18.16,-7.97,-0.14789476147226982,-0.06676465223771201,0.29322882253420124,0.0
4397,-0.377215745463795,67.09,-21.16,0.57,6.08,-5.66,-0.18779077084052265,-0.0680855406457863,0.41808530974858377,0.0
4398,-0.6841095840120605,56.79,-8.15,0.61,5.92,-6.3,-0.06638789042133067,-0.062148231213687476,0.5046660183159505,0.0
4399,-0.3597802748118123,61.51,-19.24,0.42,22.39,-15.45,-0.14582295067735385,-0.14982413352016466,0.32455820054284434,0.0
4400,-0.2405106881465514,67.17,-13.88,0.5,6.11,-6.09,-0.11008006365901744,-0.06389817576482554,0.37475564301498016,0.0
4401,-0.7246404408041031,48.23,-17.16,0.53,0.0,-14.54,-0.12971571835041076,-0.1310272049982045,0.4470171878536429,0.0
